AvgTime,Age,Food,Drinks,FreePass,Opinion_Polarity,Concert_StartTime,Concert_EndTime,Concert_Duration,PreferedAlbum_Head Hunters,PreferedAlbum_Kind of Blue,Vinyl_True,VIP_True,Concert_City_NYC,Concert_City_SF,Ticket_Type_B,Ticket_Type_CB,Ticket_Type_LB,Ticket_Type_LT,Ticket_Type_PB,Ticket_Type_RB,Ticket_Type_RT,Ticket_Class_XL
2.105,42.0,0.0,0.0,True,0.33499999999999996,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
0.581,18.0,701.0,1.0,False,0.2333333333333333,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3.077,24.0,0.0,0.0,True,0.30000000000000004,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
0.661,31.0,528.0,177.0,False,0.4,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0.035,22.0,804.0,0.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0.644,37.0,0.0,0.0,False,0.0,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
3.226,28.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
3.756,44.0,483.0,291.0,True,0.2222222222222222,14.0,7.0,5.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0.533,19.0,0.0,856.0,False,1.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3.006,14.0,0.0,0.0,True,0.09,14.0,7.0,5.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0.083,33.0,2804.0,3445.0,False,-0.7,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.124,23.0,142.0,632.0,False,0.0,14.0,7.0,5.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2.015,34.0,0.0,0.0,True,0.05,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
0.441,13.0,416.0,551.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2.131,19.0,0.0,0.0,True,0.0,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
2.542,28.0,0.0,0.0,True,0.4,16.0,7.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
0.346,37.0,16963.0,16703.0,False,0.0,14.0,7.0,5.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2.278,22.0,1417.0,0.0,True,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3.541,20.0,0.0,0.0,True,-0.4166666666666667,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.437,35.0,738.0,65.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.636,28.0,136.0,1915.0,False,0.0,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0.154,55.0,9349.0,12827.0,False,0.0,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2.216,57.0,0.0,0.0,True,0.36666666666666664,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
0.662,48.0,0.0,0.0,False,0.09,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
2.322,19.0,0.0,11.0,True,-0.4166666666666667,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3.334,18.0,1766.0,0.0,True,0.0,16.0,7.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.818,20.0,0.0,804.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2.479,33.0,0.0,0.0,True,-0.10178571428571428,16.0,7.0,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3.938,3.0,0.0,0.0,True,-0.16666666666666666,16.0,7.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.003,17.0,709.0,186.0,False,-0.3333333333333333,16.0,7.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3.726,52.0,0.0,0.0,True,-0.04722222222222224,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
3.489,38.0,0.0,0.0,True,0.18492063492063493,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
2.686,22.0,0.0,0.0,True,0.3625,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2.114,51.0,0.0,0.0,True,0.4333333333333333,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
0.368,26.0,0.0,745.0,False,-0.5125,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2.673,44.0,4705.0,1134.0,True,0.4166666666666667,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.753,25.0,0.0,0.0,True,0.39999999999999997,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0.275,25.0,0.0,0.0,False,0.8500000000000001,12.0,5.0,5.0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
2.255,54.0,0.0,0.0,True,0.3277777777777778,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
0.432,35.0,339.0,540.0,False,0.30000000000000004,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0.615,24.0,23.0,593.0,False,0.8,14.0,7.0,5.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
0.188,36.0,0.0,0.0,False,0.4,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
2.241,18.0,0.0,0.0,True,0.6333333333333333,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
3.336,24.0,663.0,29.0,True,-0.26666666666666666,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.134,38.0,850.0,34.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.729,9.0,0.0,0.0,False,0.14166666666666664,14.0,7.0,5.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
0.686,35.0,0.0,0.0,False,0.39999999999999997,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
2.465,44.0,888.0,0.0,True,0.6,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0.461,51.0,1056.0,0.0,False,0.0,12.0,5.0,5.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0.501,25.0,1020.0,0.0,False,0.2642857142857143,12.0,5.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3.356,27.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
0.27,33.0,1.0,9683.0,False,0.22083333333333333,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
3.097,13.0,0.0,0.0,True,0.4166666666666667,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
3.803,20.0,1842.0,0.0,True,0.0,16.0,7.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.329,67.0,4.0,803.0,False,0.35,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
3.594,2.0,0.0,0.0,True,0.55,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
2.303,32.0,0.0,0.0,True,0.4333333333333333,16.0,7.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
3.22,56.0,771.0,0.0,True,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3.306,37.0,0.0,0.0,True,0.4133333333333334,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.32,16.0,2093.0,0.0,False,0.16666666666666666,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3.724,19.0,744.0,0.0,True,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.726,39.0,1925.0,229.0,False,0.1395833333333333,16.0,7.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0.556,24.0,0.0,0.0,False,-0.5,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
3.282,22.0,926.0,78.0,True,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.729,29.0,1183.0,1415.0,False,0.4416666666666667,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.281,25.0,0.0,0.0,True,0.0,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
2.517,53.0,3040.0,212.0,True,0.0,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
0.591,26.0,1267.0,29.0,False,-0.16666666666666666,12.0,5.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.546,29.0,4366.0,0.0,False,0.425,12.0,5.0,5.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.321,38.0,148.0,582.0,False,0.3625,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0.395,42.0,1519.0,4.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0.887,29.0,1380.0,11.0,False,-0.7,14.0,7.0,5.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
3.275,52.0,1682.0,707.0,True,0.0,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3.824,34.0,0.0,0.0,True,0.09999999999999998,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
3.783,43.0,0.0,0.0,True,0.48,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
0.576,19.0,662.0,14.0,False,0.0,16.0,7.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.524,19.0,444.0,165.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0.053,48.0,0.0,909.0,False,1.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0.671,18.0,1204.0,74.0,False,0.22694805194805195,16.0,7.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0.686,27.0,2947.0,8030.0,False,0.3625,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
0.691,31.0,819.0,64.0,False,0.2875,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2.718,18.0,6.0,716.0,True,-0.04722222222222224,16.0,7.0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3.661,50.0,0.0,0.0,True,0.525,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
0.091,20.0,0.0,0.0,False,0.47142857142857136,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0.3,43.0,1.0,0.0,False,0.2222222222222222,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3.023,23.0,5908.0,7.0,True,0.5,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2.929,14.0,0.0,0.0,True,0.0,16.0,7.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
0.371,30.0,1770.0,13.0,False,-0.5,12.0,5.0,5.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2.702,49.0,0.0,0.0,True,-0.13333333333333333,16.0,7.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
3.356,18.0,0.0,0.0,True,0.4333333333333333,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
3.199,50.0,1620.0,104.0,True,0.7,12.0,5.0,5.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2.749,66.0,6491.0,1564.0,True,0.21875,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.826,36.0,0.0,0.0,False,0.35,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
0.981,15.0,1266.0,23.0,False,0.8,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.415,44.0,712.0,0.0,False,0.5,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.554,27.0,1370.0,91.0,False,0.2222222222222222,16.0,7.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.526,27.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
2.759,10.0,0.0,0.0,True,-0.7,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0.007,58.0,2696.0,4445.0,False,0.0,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.009,27.0,1984.0,131.0,False,0.7,12.0,5.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.075,30.0,690.0,2313.0,False,-0.10000000000000002,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0.719,39.0,86.0,3788.0,False,0.2222222222222222,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3.169,21.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0.178,23.0,3458.0,0.0,False,0.47500000000000003,12.0,5.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2.785,21.0,1073.0,79.0,True,-0.7,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.758,23.0,0.0,500.0,False,0.09,14.0,7.0,5.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0.432,17.0,823.0,1182.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.85,56.0,172.0,519.0,False,0.525,14.0,7.0,5.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2.234,29.0,352.0,283.0,True,0.22694805194805195,16.0,7.0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2.322,21.0,434.0,210.0,True,0.0,14.0,7.0,5.0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
3.313,18.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
3.622,32.0,0.0,0.0,True,0.22694805194805195,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
0.87,22.0,0.0,784.0,False,-0.16666666666666666,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0.88,24.0,716.0,0.0,False,0.35714285714285715,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.544,21.0,233.0,939.0,False,0.0,12.0,5.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2.937,21.0,0.0,0.0,True,0.22694805194805195,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
2.651,12.0,0.0,0.0,True,-0.5125,14.0,7.0,5.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0.789,38.0,1772.0,48.0,False,1.0,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.673,47.0,866.0,6.0,True,0.6,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3.195,16.0,0.0,0.0,True,0.0,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
2.935,20.0,0.0,0.0,True,0.8500000000000001,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0.662,63.0,2400.0,122.0,False,0.3714285714285714,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.001,18.0,0.0,0.0,True,-0.13333333333333333,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
3.543,20.0,0.0,0.0,True,-0.3333333333333333,16.0,7.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
0.187,33.0,3087.0,810.0,False,0.5285714285714286,12.0,5.0,5.0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
0.382,29.0,25.0,779.0,False,0.39999999999999997,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.962,22.0,457.0,1551.0,False,0.7,16.0,7.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2.285,11.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0.773,10.0,0.0,0.0,False,0.35714285714285715,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
3.35,33.0,0.0,0.0,True,0.32499999999999996,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
2.688,26.0,0.0,0.0,True,0.30000000000000004,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
0.263,34.0,3488.0,4381.0,False,0.0,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
3.156,27.0,0.0,0.0,True,0.55,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0.281,17.0,0.0,804.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3.71,36.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
2.309,41.0,0.0,0.0,True,0.22694805194805195,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
3.555,9.0,0.0,0.0,True,0.35,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
2.077,38.0,0.0,0.0,True,0.30912698412698414,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
0.254,23.0,2577.0,2.0,False,0.8500000000000001,12.0,5.0,5.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3.843,24.0,0.0,0.0,True,0.4,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
2.403,26.0,0.0,0.0,True,0.55,16.0,7.0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0.329,37.0,2266.0,2406.0,False,-0.5125,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
3.589,24.0,553.0,231.0,True,0.8,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2.134,49.0,0.0,0.0,True,0.4,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
2.654,30.0,0.0,0.0,True,0.0,14.0,7.0,5.0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
3.267,31.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
0.928,29.0,0.0,645.0,False,-0.5125,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3.318,43.0,642.0,8.0,True,0.1,16.0,7.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.434,50.0,0.0,804.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3.398,39.0,0.0,0.0,True,0.0,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0.364,20.0,729.0,0.0,False,0.5,16.0,7.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.239,45.0,2104.0,2089.0,False,0.4333333333333333,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.702,37.0,2337.0,280.0,True,0.27999999999999997,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.892,28.0,1014.0,2980.0,False,0.0,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0.957,27.0,0.0,716.0,False,0.35,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.324,63.0,0.0,1020.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3.332,33.0,4017.0,2260.0,True,0.3277777777777778,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0.617,22.0,342.0,317.0,False,0.3416666666666667,14.0,7.0,5.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
0.958,20.0,21.0,696.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2.857,31.0,1565.0,1775.0,True,0.0,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
0.499,45.0,3319.0,0.0,False,0.4,12.0,5.0,5.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3.132,21.0,0.0,0.0,True,0.0,16.0,7.0,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3.094,61.0,5521.0,553.0,True,0.21875,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2.336,28.0,806.0,0.0,True,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3.693,27.0,0.0,0.0,True,0.8,16.0,7.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
0.469,18.0,0.0,804.0,False,0.18333333333333332,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0.528,0.0,0.0,0.0,False,0.2,16.0,7.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.033,16.0,0.0,0.0,False,0.0,12.0,5.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3.734,55.0,0.0,0.0,True,0.0,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2.407,35.0,0.0,0.0,True,0.2222222222222222,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
0.3,31.0,1216.0,1375.0,False,0.3625,12.0,5.0,5.0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
2.833,20.0,0.0,0.0,True,0.2875,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
2.93,20.0,847.0,0.0,True,0.0,16.0,7.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.699,33.0,2562.0,7166.0,False,0.0,16.0,7.0,3.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3.098,25.0,0.0,0.0,True,0.38,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0.967,18.0,1235.0,0.0,False,0.5,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.569,20.0,821.0,88.0,False,0.19166666666666665,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.19,26.0,774.0,0.0,False,0.2,14.0,7.0,5.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0.427,18.0,1586.0,0.0,False,-0.125,12.0,5.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0.49,41.0,1764.0,13.0,False,0.1395833333333333,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0.152,24.0,299.0,814.0,False,0.0,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.329,18.0,532.0,317.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.445,20.0,802.0,16.0,False,0.35714285714285715,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.262,21.0,156.0,459.0,False,0.39999999999999997,14.0,7.0,5.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
2.045,25.0,3768.0,0.0,True,0.7,12.0,5.0,5.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3.518,14.0,1141.0,7.0,True,1.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3.724,14.0,0.0,0.0,True,-0.10000000000000002,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
2.284,36.0,0.0,0.0,True,0.8,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
0.354,27.0,498.0,205.0,False,0.0,16.0,7.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.276,26.0,763.0,394.0,False,0.5,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.613,23.0,351.0,884.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0.579,12.0,0.0,0.0,False,0.14166666666666664,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
3.793,42.0,309.0,409.0,True,0.5,16.0,7.0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3.702,42.0,0.0,0.0,True,0.55,12.0,5.0,5.0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
3.085,35.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
2.549,28.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0.552,30.0,516.0,926.0,False,0.6,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0.097,24.0,13.0,895.0,False,0.39999999999999997,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.184,43.0,2124.0,11.0,False,0.0,16.0,7.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.111,23.0,11.0,1281.0,False,0.9,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2.415,0.0,0.0,0.0,True,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2.978,16.0,0.0,0.0,True,-0.4166666666666667,16.0,7.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
3.014,18.0,1242.0,0.0,True,0.4166666666666667,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3.304,41.0,685.0,52.0,True,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.063,15.0,836.0,40.0,False,1.0,16.0,7.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3.603,29.0,0.0,0.0,True,0.19305555555555554,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
3.869,22.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
3.593,48.0,9633.0,3.0,True,0.4333333333333333,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0.247,42.0,887.0,304.0,False,0.5,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3.818,11.0,0.0,0.0,True,0.0,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
2.999,2.0,0.0,0.0,True,0.55,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
2.078,27.0,0.0,0.0,True,-0.5,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
2.104,33.0,0.0,0.0,True,0.4333333333333333,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
2.537,41.0,0.0,0.0,True,0.6333333333333333,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
